law_firm,law_firm_url,location,name,practice_area,profile_url,rank,region
Balch & Bingham LLP,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Alabama,Jeff Starling III,Labor & Employment,www.chambers.com/lawyer/jeff-starling-iii-usa-5:240353,Band 1,USA
Burr & Forman LLP,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Alabama,John Coleman,Labor & Employment,www.chambers.com/lawyer/john-coleman-usa-5:154388,Band 1,USA
"Lehr Middlebrooks Vreeland & Thompson, P.C.",www.chambers.com/law-firm/lehr-middlebrooks-vreeland-thompson-pc-usa-5:68262,Alabama,Richard Lehr,Labor & Employment,www.chambers.com/lawyer/richard-lehr-usa-5:218832,Band 1,USA
"Littler Mendelson, PC",www.chambers.com/law-firm/littler-mendelson-pc-usa-5:2816,Alabama,Charles A Powell IV,Labor & Employment,www.chambers.com/lawyer/charles-a-powell-iv-usa-5:376791,Band 2,USA
Bradley Arant Boult Cummings LLP,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Alabama,John Hargrove,Labor & Employment,www.chambers.com/lawyer/john-hargrove-usa-5:429182,Band 2,USA
Bradley Arant Boult Cummings LLP,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Alabama,T Matthew Miller,Labor & Employment,www.chambers.com/lawyer/t-matthew-miller-usa-5:377314,Band 2,USA
"Lehr Middlebrooks Vreeland & Thompson, P.C.",www.chambers.com/law-firm/lehr-middlebrooks-vreeland-thompson-pc-usa-5:68262,Alabama,Albert L Vreeland,Labor & Employment,www.chambers.com/lawyer/albert-l-vreeland-usa-5:217927,Band 2,USA
Starnes Davis Florie LLP,www.chambers.com/law-firm/starnes-davis-florie-llp-usa-5:74763,Alabama,Arnold W Umbach III,Labor & Employment,www.chambers.com/lawyer/arnold-w-umbach-iii-usa-5:376750,Band 2,USA
"Ogletree, Deakins, Nash, Smoak & Stewart, PC",www.chambers.com/law-firm/ogletree-deakins-nash-smoak-stewart-pc-usa-5:66673,Alabama,James C Pennington,Labor & Employment,www.chambers.com/lawyer/james-c-pennington-usa-5:154376,Band 2,USA
Burr & Forman LLP,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Alabama,Marcel Debruge,Labor & Employment,www.chambers.com/lawyer/marcel-debruge-usa-5:156864,Band 2,USA
Burr & Forman LLP,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Alabama,Michael L Lucas,Labor & Employment,www.chambers.com/lawyer/michael-l-lucas-usa-5:268330,Band 2,USA
"Bressler, Amery & Ross, P.C.",www.chambers.com/law-firm/bressler-amery-ross-pc-usa-5:76380,Alabama,Stephen E Brown,Labor & Employment,www.chambers.com/lawyer/stephen-e-brown-usa-5:154374,Band 2,USA
Christian & Small LLP,www.chambers.com/law-firm/christian-small-llp-usa-5:74767,Alabama,David Walston,Labor & Employment,www.chambers.com/lawyer/david-walston-usa-5:26156108,Band 3,USA
"Littler Mendelson, PC",www.chambers.com/law-firm/littler-mendelson-pc-usa-5:2816,Alabama,Jennifer Swain,Labor & Employment,www.chambers.com/lawyer/jennifer-swain-usa-5:569188,Band 3,USA
"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Alabama,John B. Holmes,Labor & Employment,www.chambers.com/lawyer/john-b-holmes-usa-5:1394032,Band 3,USA
"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Alabama,Matthew Stiles,Labor & Employment,www.chambers.com/lawyer/matthew-stiles-usa-5:430404,Band 3,USA
Jackson Lewis P.C.,www.chambers.com/law-firm/jackson-lewis-pc-usa-5:137609,Alabama,Tammy L Baker,Labor & Employment,www.chambers.com/lawyer/tammy-l-baker-usa-5:222420,Band 3,USA
Jackson Lewis P.C.,www.chambers.com/law-firm/jackson-lewis-pc-usa-5:137609,Alabama,Thomas A Davis,Labor & Employment,www.chambers.com/lawyer/thomas-a-davis-usa-5:218296,Band 3,USA
"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Alabama,Warren B. Lightfoot Jr,Labor & Employment,www.chambers.com/lawyer/warren-b-lightfoot-jr-usa-5:379295,Band 3,USA
Burr & Forman LLP,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Alabama,Bryance Metheny,Labor & Employment,www.chambers.com/lawyer/bryance-metheny-usa-5:723941,Band 3,USA
Balch & Bingham LLP,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Alabama,Douglas B. Kauffman,Labor & Employment,www.chambers.com/lawyer/douglas-b-kauffman-usa-5:379771,Band 3,USA
"Lehr Middlebrooks Vreeland & Thompson, P.C.",www.chambers.com/law-firm/lehr-middlebrooks-vreeland-thompson-pc-usa-5:68262,Alabama,Michael Thompson,Labor & Employment,www.chambers.com/lawyer/michael-thompson-usa-5:723996,Band 3,USA
"Littler Mendelson, PC",www.chambers.com/law-firm/littler-mendelson-pc-usa-5:2816,Alabama,Janell M. Ahnert,Labor & Employment,www.chambers.com/lawyer/janell-m-ahnert-usa-5:691708,Band 4,USA
"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Alabama,Stephanie Houston Mays,Labor & Employment,www.chambers.com/lawyer/stephanie-houston-mays-usa-5:25418710,Band 4,USA
Starnes Davis Florie LLP,www.chambers.com/law-firm/starnes-davis-florie-llp-usa-5:74763,Alabama,Alfred Perkins,Labor & Employment,www.chambers.com/lawyer/alfred-perkins-usa-5:26359787,Band 4,USA
Starnes Davis Florie LLP,www.chambers.com/law-firm/starnes-davis-florie-llp-usa-5:74763,Alabama,Breanna Young,Labor & Employment,www.chambers.com/lawyer/breanna-young-usa-5:1537765,Band 4,USA
"Baker, Donelson, Bearman, Caldwell & Berkowitz, PC",www.chambers.com/law-firm/baker-donelson-bearman-caldwell-berkowitz-pc-usa-5:118396,Alabama,Jenna Bedsole,Labor & Employment,www.chambers.com/lawyer/jenna-bedsole-usa-5:1210159,Band 4,USA
Burr & Forman LLP,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Alabama,Kathryn M. Willis,Labor & Employment,www.chambers.com/lawyer/kathryn-m-willis-usa-5:583973,Band 4,USA
"Bressler, Amery & Ross, P.C.",www.chambers.com/law-firm/bressler-amery-ross-pc-usa-5:76380,Alabama,Matthew Penfield,Labor & Employment,www.chambers.com/lawyer/matthew-penfield-usa-5:1544178,Band 4,USA
"Constangy, Brooks, Smith & Prophete, LLP",www.chambers.com/law-firm/constangy-brooks-smith-prophete-llp-usa-5:65333,Alabama,Richard Brown,Labor & Employment,www.chambers.com/lawyer/richard-brown-usa-5:575947,Band 4,USA
Christian & Small LLP,www.chambers.com/law-firm/christian-small-llp-usa-5:74767,Alabama,Deborah Smith,Litigation: Appellate,www.chambers.com/lawyer/deborah-smith-usa-5:1390279,Band 1,USA
"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Alabama,John Neiman,Litigation: Appellate,www.chambers.com/lawyer/john-neiman-usa-5:1543733,Band 1,USA
"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Alabama,Lee E Bains Jr,Litigation: Appellate,www.chambers.com/lawyer/lee-e-bains-jr-usa-5:170309,Band 1,USA
Bradley Arant Boult Cummings LLP,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Alabama,Matthew Lembke,Litigation: Appellate,www.chambers.com/lawyer/matthew-lembke-usa-5:170219,Band 1,USA
Bradley Arant Boult Cummings LLP,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Alabama,Scott Smith,Litigation: Appellate,www.chambers.com/lawyer/scott-smith-usa-5:1400596,Band 1,USA
Balch & Bingham LLP,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Alabama,Ed Haden,Litigation: Appellate,www.chambers.com/lawyer/ed-haden-usa-5:1400599,Band 1,USA
"Lightfoot, Franklin & White, LLC",www.chambers.com/law-firm/lightfoot-franklin-white-llc-usa-5:65199,Alabama,M Christian King,Litigation: Appellate,www.chambers.com/lawyer/m-christian-king-usa-5:170303,Band 1,USA
Bradley Arant Boult Cummings LLP,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Alabama,Stanley E Blackmon,Litigation: Appellate,www.chambers.com/lawyer/stanley-e-blackmon-usa-5:25969514,Associates to watch,USA
Phelps Dunbar LLP,www.chambers.com/law-firm/phelps-dunbar-llp-usa-5:65485,Alabama,Crawford S McGivaren Jr,Litigation: General Commercial,www.chambers.com/lawyer/crawford-s-mcgivaren-jr-usa-5:170226,Senior Statespeople,USA
Balch & Bingham LLP,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Alabama,Michael L Edwards,Litigation: General Commercial,www.chambers.com/lawyer/michael-l-edwards-usa-5:170205,Senior Statespeople,USA
"Lightfoot, Franklin & White, LLC",www.chambers.com/law-firm/lightfoot-franklin-white-llc-usa-5:65199,Alabama,Samuel H Franklin,Litigation: General Commercial,www.chambers.com/lawyer/samuel-h-franklin-usa-5:170301,Senior Statespeople,USA
"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Alabama,Maibeth Porter,Litigation: General Commercial,www.chambers.com/lawyer/maibeth-porter-usa-5:377591,Band 1,USA
"Bainbridge, Mims, Rogers & Smith, LLP",www.chambers.com/law-firm/bainbridge-mims-rogers-smith-llp-usa-5:99946,Alabama,Bruce F Rogers,Litigation: General Commercial,www.chambers.com/lawyer/bruce-f-rogers-usa-5:222431,Band 1,USA
Balch & Bingham LLP,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Alabama,David R Boyd,Litigation: General Commercial,www.chambers.com/lawyer/david-r-boyd-usa-5:222534,Band 1,USA
"Lightfoot, Franklin & White, LLC",www.chambers.com/law-firm/lightfoot-franklin-white-llc-usa-5:65199,Alabama,Harlan Prater,Litigation: General Commercial,www.chambers.com/lawyer/harlan-prater-usa-5:723773,Band 1,USA
Spotswood Sansom & Sansbury LLC,www.chambers.com/law-firm/spotswood-sansom-sansbury-llc-usa-5:123208,Alabama,Robert Spotswood,Litigation: General Commercial,www.chambers.com/lawyer/robert-spotswood-usa-5:569575,Band 1,USA
"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Alabama,Michael Mulvaney,Litigation: General Commercial,www.chambers.com/lawyer/michael-mulvaney-usa-5:377327,Band 2,USA
Bradley Arant Boult Cummings LLP,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Alabama,Michael Pennington,Litigation: General Commercial,www.chambers.com/lawyer/michael-pennington-usa-5:428192,Band 2,USA
"Lightfoot, Franklin & White, LLC",www.chambers.com/law-firm/lightfoot-franklin-white-llc-usa-5:65199,Alabama,Adam K Peck,Litigation: General Commercial,www.chambers.com/lawyer/adam-k-peck-usa-5:286178,Band 2,USA
McDowell Knight Roedder & Sledge LLC,www.chambers.com/law-firm/mcdowell-knight-roedder-sledge-llc-usa-5:74769,Alabama,Brian McCarthy,Litigation: General Commercial,www.chambers.com/lawyer/brian-mccarthy-usa-5:1202672,Band 2,USA
Starnes Davis Florie LLP,www.chambers.com/law-firm/starnes-davis-florie-llp-usa-5:74763,Alabama,Jay Ezelle,Litigation: General Commercial,www.chambers.com/lawyer/jay-ezelle-usa-5:476811,Band 2,USA
"Copeland, Franco, Screws & Gill",www.chambers.com/law-firm/copeland-franco-screws-gill-usa-5:74348,Alabama,Robert Segall,Litigation: General Commercial,www.chambers.com/lawyer/robert-segall-usa-5:170232,Band 2,USA
"Ball, Ball, Matthews & Novak",www.chambers.com/law-firm/ball-ball-matthews-novak-usa-5:74793,Alabama,Tabor Novak,Litigation: General Commercial,www.chambers.com/lawyer/tabor-novak-usa-5:170284,Band 2,USA
"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Alabama,John Bolus,Litigation: General Commercial,www.chambers.com/lawyer/john-bolus-usa-5:377427,Band 3,USA
Waller,www.chambers.com/law-firm/waller-usa-5:65866,Alabama,Larry B. Childs,Litigation: General Commercial,www.chambers.com/lawyer/larry-b-childs-usa-5:376732,Band 3,USA
"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Alabama,Lee E Bains Jr,Litigation: General Commercial,www.chambers.com/lawyer/lee-e-bains-jr-usa-5:170309,Band 3,USA
Dentons Sirote,www.chambers.com/law-firm/dentons-sirote-usa-5:111,Alabama,Robert R Baugh,Litigation: General Commercial,www.chambers.com/lawyer/robert-r-baugh-usa-5:148637,Band 3,USA
Christian & Small LLP,www.chambers.com/law-firm/christian-small-llp-usa-5:74767,Alabama,Sharon Stuart,Litigation: General Commercial,www.chambers.com/lawyer/sharon-stuart-usa-5:1390285,Band 3,USA
"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Alabama,Thomas Thagard,Litigation: General Commercial,www.chambers.com/lawyer/thomas-thagard-usa-5:1209430,Band 3,USA
Bradley Arant Boult Cummings LLP,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Alabama,Tripp Haston,Litigation: General Commercial,www.chambers.com/lawyer/tripp-haston-usa-5:323051,Band 3,USA
Waller,www.chambers.com/law-firm/waller-usa-5:65866,Alabama,William Athanas,Litigation: General Commercial,www.chambers.com/lawyer/william-athanas-usa-5:1206831,Band 3,USA
"Huie, Fernambucq & Stewart, LLP",www.chambers.com/law-firm/huie-fernambucq-stewart-llp-usa-5:283496,Alabama,Alan D Thomas,Litigation: General Commercial,www.chambers.com/lawyer/alan-d-thomas-usa-5:715712,Band 3,USA
Balch & Bingham LLP,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Alabama,Alan T Rogers,Litigation: General Commercial,www.chambers.com/lawyer/alan-t-rogers-usa-5:162449,Band 3,USA
"Bainbridge, Mims, Rogers & Smith, LLP",www.chambers.com/law-firm/bainbridge-mims-rogers-smith-llp-usa-5:99946,Alabama,Alfred Smith Jr.,Litigation: General Commercial,www.chambers.com/lawyer/alfred-smith-jr-usa-5:1207438,Band 3,USA
Burr & Forman LLP,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Alabama,C Paul Cavender,Litigation: General Commercial,www.chambers.com/lawyer/c-paul-cavender-usa-5:378705,Band 3,USA
"Scott Dukes & Geisler, PC",www.chambers.com/law-firm/scott-dukes-geisler-pc-usa-5:114475,Alabama,John W Scott,Litigation: General Commercial,www.chambers.com/lawyer/john-w-scott-usa-5:375738,Band 3,USA
Spotswood Sansom & Sansbury LLC,www.chambers.com/law-firm/spotswood-sansom-sansbury-llc-usa-5:123208,Alabama,Kenneth D Sansom,Litigation: General Commercial,www.chambers.com/lawyer/kenneth-d-sansom-usa-5:413427,Band 3,USA
Barze Taylor Noles Lowther LLC,www.chambers.com/law-firm/barze-taylor-noles-lowther-llc-usa-5:23040247,Alabama,"R Bruce Barze, Jr",Litigation: General Commercial,www.chambers.com/lawyer/r-bruce-barze-jr-usa-5:1390367,Band 3,USA
Burr & Forman LLP,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Alabama,Rik S Tozzi,Litigation: General Commercial,www.chambers.com/lawyer/rik-s-tozzi-usa-5:219174,Band 3,USA
Starnes Davis Florie LLP,www.chambers.com/law-firm/starnes-davis-florie-llp-usa-5:74763,Alabama,Robert MacKenzie,Litigation: General Commercial,www.chambers.com/lawyer/robert-mackenzie-usa-5:1209415,Band 3,USA
Balch & Bingham LLP,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Alabama,Russ Campbell,Litigation: General Commercial,www.chambers.com/lawyer/russ-campbell-usa-5:377953,Band 3,USA
"Dominick Feld Hyde, P.C.",www.chambers.com/law-firm/dominick-feld-hyde-pc-usa-5:22951144,Alabama,Barry Ragsdale,Litigation: General Commercial,www.chambers.com/lawyer/barry-ragsdale-usa-5:1400608,Band 4,USA
Bradley Arant Boult Cummings LLP,www.chambers.com/law-firm/bradley-arant-boult-cummings-llp-usa-5:200590,Alabama,David Hymer,Litigation: General Commercial,www.chambers.com/lawyer/david-hymer-usa-5:906102,Band 4,USA
"Maynard, Cooper & Gale P.C.",www.chambers.com/law-firm/maynard-cooper-gale-pc-usa-5:65200,Alabama,John Earnhardt,Litigation: General Commercial,www.chambers.com/lawyer/john-earnhardt-usa-5:1216008,Band 4,USA
Christian & Small LLP,www.chambers.com/law-firm/christian-small-llp-usa-5:74767,Alabama,Richard E Smith,Litigation: General Commercial,www.chambers.com/lawyer/richard-e-smith-usa-5:241724,Band 4,USA
Balch & Bingham LLP,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Alabama,Allen Estes,Litigation: General Commercial,www.chambers.com/lawyer/allen-estes-usa-5:577809,Band 4,USA
White Arnold & Dowd,www.chambers.com/law-firm/white-arnold-dowd-usa-5:22771241,Alabama,Augusta Dowd,Litigation: General Commercial,www.chambers.com/lawyer/augusta-dowd-usa-5:1511002,Band 4,USA
Hand Arendall Harrison Sale LLC,www.chambers.com/law-firm/hand-arendall-harrison-sale-llc-usa-5:74267,Alabama,Caine O'Rear,Litigation: General Commercial,www.chambers.com/lawyer/caine-orear-usa-5:1390413,Band 4,USA
Balch & Bingham LLP,www.chambers.com/law-firm/balch-bingham-llp-usa-5:67094,Alabama,Gregory Cook,Litigation: General Commercial,www.chambers.com/lawyer/gregory-cook-usa-5:1348383,Band 4,USA
"Helmsing, Leach, Herlong, Newman & Rouse, PC",www.chambers.com/law-firm/helmsing-leach-herlong-newman-rouse-pc-usa-5:74768,Alabama,Joseph Babington,Litigation: General Commercial,www.chambers.com/lawyer/joseph-babington-usa-5:870366,Band 4,USA
Ken Perry Law Firm LLC,www.chambers.com/law-firm/ken-perry-law-firm-llc-usa-5:23277905,Alabama,Ken Perry,Litigation: General Commercial,www.chambers.com/lawyer/ken-perry-usa-5:26358712,Band 4,USA
"Scott Dukes & Geisler, PC",www.chambers.com/law-firm/scott-dukes-geisler-pc-usa-5:114475,Alabama,Kimberly W Geisler,Litigation: General Commercial,www.chambers.com/lawyer/kimberly-w-geisler-usa-5:381223,Band 4,USA
"Lightfoot, Franklin & White, LLC",www.chambers.com/law-firm/lightfoot-franklin-white-llc-usa-5:65199,Alabama,M Christian King,Litigation: General Commercial,www.chambers.com/lawyer/m-christian-king-usa-5:170303,Band 4,USA
"Lightfoot, Franklin & White, LLC",www.chambers.com/law-firm/lightfoot-franklin-white-llc-usa-5:65199,Alabama,Melody Eagan,Litigation: General Commercial,www.chambers.com/lawyer/melody-eagan-usa-5:1400618,Band 4,USA
Hand Arendall Harrison Sale LLC,www.chambers.com/law-firm/hand-arendall-harrison-sale-llc-usa-5:74267,Alabama,Michael C. Niemeyer,Litigation: General Commercial,www.chambers.com/lawyer/michael-c-niemeyer-usa-5:25408471,Band 4,USA
Spotswood Sansom & Sansbury LLC,www.chambers.com/law-firm/spotswood-sansom-sansbury-llc-usa-5:123208,Alabama,Michael Sansbury,Litigation: General Commercial,www.chambers.com/lawyer/michael-sansbury-usa-5:569590,Band 4,USA
Burr & Forman LLP,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Alabama,Victor L. Hayslip,Litigation: General Commercial,www.chambers.com/lawyer/victor-l-hayslip-usa-5:577976,Band 4,USA
Burr & Forman LLP,www.chambers.com/law-firm/burr-forman-llp-usa-5:67095,Alabama,Frank Springfield,Litigation: General Commercial,www.chambers.com/lawyer/frank-springfield-usa-5:1367784,Up and Coming,USA
Starnes Davis Florie LLP,www.chambers.com/law-firm/starnes-davis-florie-llp-usa-5:74763,Alabama,Thomas Wells III,Litigation: General Commercial,www.chambers.com/lawyer/thomas-wells-iii-usa-5:1212563,Up and Coming,USA
"Cunningham Bounds, LLC",www.chambers.com/law-firm/cunningham-bounds-llc-usa-5:74765,Alabama,Robert T. Cunningham,Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/robert-t-cunningham-usa-5:170286,Senior Statespeople,USA
"Marsh, Rickard & Bryan P.C",www.chambers.com/law-firm/marsh-rickard-bryan-pc-usa-5:74766,Alabama,David H Marsh,Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/david-h-marsh-usa-5:170306,Band 1,USA
"Beasley, Allen, Crow, Methvin, Portis & Miles, PC",www.chambers.com/law-firm/beasley-allen-crow-methvin-portis-miles-pc-usa-5:74756,Alabama,Jere L Beasley,Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/jere-l-beasley-usa-5:170209,Band 1,USA
"Hare, Wynn, Newell & Newton LLP",www.chambers.com/law-firm/hare-wynn-newell-newton-llp-usa-5:74764,Alabama,Leon Ashford,Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/leon-ashford-usa-5:170291,Band 1,USA
"Cunningham Bounds, LLC",www.chambers.com/law-firm/cunningham-bounds-llc-usa-5:74765,Alabama,Gregory B Breedlove,Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/gregory-b-breedlove-usa-5:218739,Band 2,USA
"Cunningham Bounds, LLC",www.chambers.com/law-firm/cunningham-bounds-llc-usa-5:74765,Alabama,"Joseph M Brown, Jr",Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/joseph-m-brown-jr-usa-5:1208655,Band 2,USA
"Hare, Wynn, Newell & Newton LLP",www.chambers.com/law-firm/hare-wynn-newell-newton-llp-usa-5:74764,Alabama,Scott Powell,Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/scott-powell-usa-5:1210001,Band 2,USA
"Hare, Wynn, Newell & Newton LLP",www.chambers.com/law-firm/hare-wynn-newell-newton-llp-usa-5:74764,Alabama,Shay Samples,Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/shay-samples-usa-5:1387096,Band 2,USA
"Cunningham Bounds, LLC",www.chambers.com/law-firm/cunningham-bounds-llc-usa-5:74765,Alabama,"David S Cain, Jr",Litigation: Mainly Plaintiffs,www.chambers.com/lawyer/david-s-cain-jr-usa-5:1395818,Band 3,USA
