Name,Location,Practice Area,Profile URL,Law Firm,Law Firm URL,Rank
Laura Lawless,Arizona,Labor & Employment,www.chambers.com/lawyer/laura-lawless-usa-5:1213820,Squire Patton Boggs,www.chambers.com/law-firm/squire-patton-boggs-usa-5:3680,Band 4
Rebecca Winterscheidt,Arizona,Labor & Employment,www.chambers.com/lawyer/rebecca-winterscheidt-usa-5:220065,Snell & Wilmer LLP,www.chambers.com/law-firm/snell-wilmer-llp-usa-5:65230,Band 4
Scott W Rodgers,Arizona,Labor & Employment,www.chambers.com/lawyer/scott-w-rodgers-usa-5:160110,Osborn Maledon PA,www.chambers.com/law-firm/osborn-maledon-pa-usa-5:65225,Band 4
Thomas M Stanek,Arizona,Labor & Employment,www.chambers.com/lawyer/thomas-m-stanek-usa-5:476191,"Ogletree, Deakins, Nash, Smoak & Stewart, PC",www.chambers.com/law-firm/ogletree-deakins-nash-smoak-stewart-pc-usa-5:66673,Band 4
James Burr Shields II,Arizona,Labor & Employment: Mainly Plaintiffs,www.chambers.com/lawyer/james-burr-shields-ii-usa-5:1531686,"Shields Petitti, PLC",www.chambers.com/law-firm/shields-petitti-plc-usa-5:23241790,Spotlight Table
"Michael Petitti, Jr.",Arizona,Labor & Employment: Mainly Plaintiffs,www.chambers.com/lawyer/michael-petitti-jr-usa-5:26359945,"Shields Petitti, PLC",www.chambers.com/law-firm/shields-petitti-plc-usa-5:23241790,Spotlight Table
Michael R Pruitt,Arizona,Labor & Employment: Mainly Plaintiffs,www.chambers.com/lawyer/michael-r-pruitt-usa-5:194239,Jackson White PC,www.chambers.com/law-firm/jackson-white-pc-usa-5:85198,Spotlight Table
Michelle Matheson,Arizona,Labor & Employment: Mainly Plaintiffs,www.chambers.com/lawyer/michelle-matheson-usa-5:26348617,Matheson & Matheson,www.chambers.com/law-firm/matheson-matheson-usa-5:213869,Spotlight Table
Joel W Nomkin,Arizona,Litigation: Appellate,www.chambers.com/lawyer/joel-w-nomkin-usa-5:561758,Perkins Coie LLP,www.chambers.com/law-firm/perkins-coie-llp-usa-5:3644,Band 1
Mary R O'Grady,Arizona,Litigation: Appellate,www.chambers.com/lawyer/mary-r-ogrady-usa-5:1216824,Osborn Maledon PA,www.chambers.com/law-firm/osborn-maledon-pa-usa-5:65225,Band 1
Susan Freeman,Arizona,Litigation: Appellate,www.chambers.com/lawyer/susan-freeman-usa-5:153951,Lewis Roca,www.chambers.com/law-firm/lewis-roca-usa-5:3399,Band 1
Thomas L Hudson,Arizona,Litigation: Appellate,www.chambers.com/lawyer/thomas-l-hudson-usa-5:287942,Osborn Maledon PA,www.chambers.com/law-firm/osborn-maledon-pa-usa-5:65225,Band 1
Timothy J Berg,Arizona,Litigation: Appellate,www.chambers.com/lawyer/timothy-j-berg-usa-5:199161,Fennemore Craig,www.chambers.com/law-firm/fennemore-craig-usa-5:65216,Band 1
Andrew M Jacobs,Arizona,Litigation: Appellate,www.chambers.com/lawyer/andrew-m-jacobs-usa-5:1219058,Snell & Wilmer LLP,www.chambers.com/law-firm/snell-wilmer-llp-usa-5:65230,Band 2
Charles W Wirken,Arizona,Litigation: Appellate,www.chambers.com/lawyer/charles-w-wirken-usa-5:26164647,Gust Rosenfeld P.L.C.,www.chambers.com/law-firm/gust-rosenfeld-plc-usa-5:65219,Band 2
Bennett Evan Cooper,Arizona,Litigation: Appellate,www.chambers.com/lawyer/bennett-evan-cooper-usa-5:476608,Dickinson Wright PLLC,www.chambers.com/law-firm/dickinson-wright-pllc-usa-5:3837,Band 3
Dominic E Draye,Arizona,Litigation: Appellate,www.chambers.com/lawyer/dominic-e-draye-usa-5:26154291,"Greenberg Traurig, LLP",www.chambers.com/law-firm/greenberg-traurig-llp-usa-5:3579,Band 3
Eric M Fraser,Arizona,Litigation: Appellate,www.chambers.com/lawyer/eric-m-fraser-usa-5:1528235,Osborn Maledon PA,www.chambers.com/law-firm/osborn-maledon-pa-usa-5:65225,Band 3
Larry Kasten,Arizona,Litigation: Appellate,www.chambers.com/lawyer/larry-kasten-usa-5:913958,Lewis Roca,www.chambers.com/law-firm/lewis-roca-usa-5:3399,Band 3
Emily Ward,Arizona,Litigation: Appellate,www.chambers.com/lawyer/emily-ward-usa-5:25607413,Fennemore Craig,www.chambers.com/law-firm/fennemore-craig-usa-5:65216,Up and Coming
Paul F Eckstein,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/paul-f-eckstein-usa-5:153949,Perkins Coie LLP,www.chambers.com/law-firm/perkins-coie-llp-usa-5:3644,Senior Statespeople
William J Maledon,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/william-j-maledon-usa-5:153963,Osborn Maledon PA,www.chambers.com/law-firm/osborn-maledon-pa-usa-5:65225,Senior Statespeople
David Rosenbaum,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/david-rosenbaum-usa-5:160111,Osborn Maledon PA,www.chambers.com/law-firm/osborn-maledon-pa-usa-5:65225,Band 1
Leo R Beus,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/leo-r-beus-usa-5:194240,Beus Gilbert PLLC,www.chambers.com/law-firm/beus-gilbert-pllc-usa-5:85199,Band 1
John E. DeWulf,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/john-e-dewulf-usa-5:917824,Coppersmith Brockelman PLC,www.chambers.com/law-firm/coppersmith-brockelman-plc-usa-5:85188,Band 2
Joseph E Mais,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/joseph-e-mais-usa-5:176619,Perkins Coie LLP,www.chambers.com/law-firm/perkins-coie-llp-usa-5:3644,Band 2
Keith Beauchamp,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/keith-beauchamp-usa-5:478382,Coppersmith Brockelman PLC,www.chambers.com/law-firm/coppersmith-brockelman-plc-usa-5:85188,Band 2
Daniel G Dowd,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/daniel-g-dowd-usa-5:914540,Cohen Dowd Quigley P.C.,www.chambers.com/law-firm/cohen-dowd-quigley-pc-usa-5:22397594,Band 2
Robert H McKirgan,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/robert-h-mckirgan-usa-5:479133,Papetti Samuels Weiss McKirgan LLP,www.chambers.com/law-firm/papetti-samuels-weiss-mckirgan-llp-usa-5:23315011,Band 2
Jessica Everett-Garcia,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/jessica-everett-garcia-usa-5:25962521,Perkins Coie LLP,www.chambers.com/law-firm/perkins-coie-llp-usa-5:3644,Band 3
Amy Abdo,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/amy-abdo-usa-5:474583,Fennemore Craig,www.chambers.com/law-firm/fennemore-craig-usa-5:65216,Band 3
Barbara Dawson,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/barbara-dawson-usa-5:478378,Snell & Wilmer LLP,www.chambers.com/law-firm/snell-wilmer-llp-usa-5:65230,Band 3
Colin Campbell,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/colin-campbell-usa-5:380233,Osborn Maledon PA,www.chambers.com/law-firm/osborn-maledon-pa-usa-5:65225,Band 3
Cynthia A. Ricketts,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/cynthia-a-ricketts-usa-5:25406522,"Sacks, Ricketts & Case LLP",www.chambers.com/law-firm/sacks-ricketts-case-llp-usa-5:22815911,Band 3
Daniel P. Quigley,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/daniel-p-quigley-usa-5:1213270,Cohen Dowd Quigley P.C.,www.chambers.com/law-firm/cohen-dowd-quigley-pc-usa-5:22397594,Band 3
Kevin E O'Malley,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/kevin-e-omalley-usa-5:194243,Gallagher & Kennedy,www.chambers.com/law-firm/gallagher-kennedy-usa-5:65217,Band 3
Michael J Rusing,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/michael-j-rusing-usa-5:156786,Rusing Lopez & Lizardi PLLC,www.chambers.com/law-firm/rusing-lopez-lizardi-pllc-usa-5:68222,Band 3
Randy Papetti,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/randy-papetti-usa-5:383406,Papetti Samuels Weiss McKirgan LLP,www.chambers.com/law-firm/papetti-samuels-weiss-mckirgan-llp-usa-5:23315011,Band 3
Jon T Neumann,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/jon-t-neumann-usa-5:1375415,"Greenberg Traurig, LLP",www.chambers.com/law-firm/greenberg-traurig-llp-usa-5:3579,Band 4
Karl M Tilleman,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/karl-m-tilleman-usa-5:608871,Dentons,www.chambers.com/law-firm/dentons-usa-5:111,Band 4
Roopali Desai,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/roopali-desai-usa-5:25414541,Coppersmith Brockelman PLC,www.chambers.com/law-firm/coppersmith-brockelman-plc-usa-5:85188,Band 4
Andrew M Federhar,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/andrew-m-federhar-usa-5:193835,Spencer Fane LLP ,www.chambers.com/law-firm/spencer-fane-llp-usa-5:65605,Band 4
David A Weatherwax,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/david-a-weatherwax-usa-5:474584,Sherman & Howard L.L.C.,www.chambers.com/law-firm/sherman-howard-llc-usa-5:65271,Band 4
Edward Salanga,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/edward-salanga-usa-5:566316,Quarles & Brady LLP,www.chambers.com/law-firm/quarles-brady-llp-usa-5:65844,Band 4
Geoffrey M.T. Sturr,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/geoffrey-mt-sturr-usa-5:380235,Osborn Maledon PA,www.chambers.com/law-firm/osborn-maledon-pa-usa-5:65225,Band 4
James Condo,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/james-condo-usa-5:220622,Snell & Wilmer LLP,www.chambers.com/law-firm/snell-wilmer-llp-usa-5:65230,Band 4
Jeffrey J. Goulder,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/jeffrey-j-goulder-usa-5:918601,Stinson LLP,www.chambers.com/law-firm/stinson-llp-usa-5:65600,Band 4
Lynne Adams,Arizona,Litigation: General Commercial,www.chambers.com/lawyer/lynne-adams-usa-5:1218644,Osborn Maledon PA,www.chambers.com/law-firm/osborn-maledon-pa-usa-5:65225,Band 4
Jordan Green,Arizona,Litigation: White-Collar Crime & Government Investigations,www.chambers.com/lawyer/jordan-green-usa-5:155995,Perkins Coie LLP,www.chambers.com/law-firm/perkins-coie-llp-usa-5:3644,Senior Statespeople
Tom Henze,Arizona,Litigation: White-Collar Crime & Government Investigations,www.chambers.com/lawyer/tom-henze-usa-5:25405632,Henze Cook Murphy,www.chambers.com/law-firm/henze-cook-murphy-usa-5:22882169,Senior Statespeople
Jean-Jacques Cabou,Arizona,Litigation: White-Collar Crime & Government Investigations,www.chambers.com/lawyer/jean-jacques-cabou-usa-5:471574,Perkins Coie LLP,www.chambers.com/law-firm/perkins-coie-llp-usa-5:3644,Band 1
Paul Charlton,Arizona,Litigation: White-Collar Crime & Government Investigations,www.chambers.com/lawyer/paul-charlton-usa-5:561459,Dentons,www.chambers.com/law-firm/dentons-usa-5:111,Band 1
Anne Chapman,Arizona,Litigation: White-Collar Crime & Government Investigations,www.chambers.com/lawyer/anne-chapman-usa-5:473410,"Mitchell | Stein | Carey | Chapman, P.C.",www.chambers.com/law-firm/mitchell-stein-carey-chapman-pc-usa-5:22673942,Band 1
Barry D Mitchell,Arizona,Litigation: White-Collar Crime & Government Investigations,www.chambers.com/lawyer/barry-d-mitchell-usa-5:240348,"Mitchell | Stein | Carey | Chapman, P.C.",www.chambers.com/law-firm/mitchell-stein-carey-chapman-pc-usa-5:22673942,Band 1
Edward F Novak,Arizona,Litigation: White-Collar Crime & Government Investigations,www.chambers.com/lawyer/edward-f-novak-usa-5:194251,Polsinelli PC,www.chambers.com/law-firm/polsinelli-pc-usa-5:65601,Band 1
Lee Stein,Arizona,Litigation: White-Collar Crime & Government Investigations,www.chambers.com/lawyer/lee-stein-usa-5:220628,"Mitchell | Stein | Carey | Chapman, P.C.",www.chambers.com/law-firm/mitchell-stein-carey-chapman-pc-usa-5:22673942,Band 1
Michael L Piccarreta,Arizona,Litigation: White-Collar Crime & Government Investigations,www.chambers.com/lawyer/michael-l-piccarreta-usa-5:193723,Piccarreta Davis PC,www.chambers.com/law-firm/piccarreta-davis-pc-usa-5:84999,Band 1
Timothy Eckstein,Arizona,Litigation: White-Collar Crime & Government Investigations,www.chambers.com/lawyer/timothy-eckstein-usa-5:561903,Osborn Maledon PA,www.chambers.com/law-firm/osborn-maledon-pa-usa-5:65225,Band 1
Mark Kokanovich,Arizona,Litigation: White-Collar Crime & Government Investigations,www.chambers.com/lawyer/mark-kokanovich-usa-5:25961663,Ballard Spahr LLP,www.chambers.com/law-firm/ballard-spahr-llp-usa-5:3532,Band 2
Quintin Cushner,Arizona,Litigation: White-Collar Crime & Government Investigations,www.chambers.com/lawyer/quintin-cushner-usa-5:25418258,Dentons,www.chambers.com/law-firm/dentons-usa-5:111,Band 2
Alan Baskin,Arizona,Litigation: White-Collar Crime & Government Investigations,www.chambers.com/lawyer/alan-baskin-usa-5:25413838,Baskin Richards,www.chambers.com/law-firm/baskin-richards-usa-5:22885519,Band 2
Janey Henze,Arizona,Litigation: White-Collar Crime & Government Investigations,www.chambers.com/lawyer/janey-henze-usa-5:566742,Henze Cook Murphy,www.chambers.com/law-firm/henze-cook-murphy-usa-5:22882169,Band 2
Joseph Roth,Arizona,Litigation: White-Collar Crime & Government Investigations,www.chambers.com/lawyer/joseph-roth-usa-5:1528236,Osborn Maledon PA,www.chambers.com/law-firm/osborn-maledon-pa-usa-5:65225,Band 2
Kathleen Brody,Arizona,Litigation: White-Collar Crime & Government Investigations,www.chambers.com/lawyer/kathleen-brody-usa-5:1392481,"Mitchell | Stein | Carey | Chapman, P.C.",www.chambers.com/law-firm/mitchell-stein-carey-chapman-pc-usa-5:22673942,Band 2
Thomas Ryerson,Arizona,Litigation: White-Collar Crime & Government Investigations,www.chambers.com/lawyer/thomas-ryerson-usa-5:1542040,Perkins Coie LLP,www.chambers.com/law-firm/perkins-coie-llp-usa-5:3644,Up and Coming
Grace Rebling,Arizona,Litigation: White-Collar Crime & Government Investigations,www.chambers.com/lawyer/grace-rebling-usa-5:25608182,Osborn Maledon PA,www.chambers.com/law-firm/osborn-maledon-pa-usa-5:65225,Up and Coming
Louis Fidel,Arizona,Litigation: White-Collar Crime & Government Investigations,www.chambers.com/lawyer/louis-fidel-usa-5:25411715,Piccarreta Davis PC,www.chambers.com/law-firm/piccarreta-davis-pc-usa-5:84999,Up and Coming
Alexis E. Danneman,Arizona,Litigation: White-Collar Crime & Government Investigations,www.chambers.com/lawyer/alexis-e-danneman-usa-5:25415765,Perkins Coie LLP,www.chambers.com/law-firm/perkins-coie-llp-usa-5:3644,Associates to watch
Heidi M Staudenmaier,Arizona,Native American Law,www.chambers.com/lawyer/heidi-m-staudenmaier-usa-5:366135,Snell & Wilmer LLP,www.chambers.com/law-firm/snell-wilmer-llp-usa-5:65230,Band 1
Judith M. Dworkin,Arizona,Native American Law,www.chambers.com/lawyer/judith-m-dworkin-usa-5:600867,Sacks Tierney PA,www.chambers.com/law-firm/sacks-tierney-pa-usa-5:65228,Band 1
Luis Ochoa,Arizona,Native American Law,www.chambers.com/lawyer/luis-ochoa-usa-5:1210664,Quarles & Brady LLP,www.chambers.com/law-firm/quarles-brady-llp-usa-5:65844,Band 1
Pilar Thomas,Arizona,Native American Law,www.chambers.com/lawyer/pilar-thomas-usa-5:25557502,Quarles & Brady LLP,www.chambers.com/law-firm/quarles-brady-llp-usa-5:65844,Band 1
Steve Hart,Arizona,Native American Law,www.chambers.com/lawyer/steve-hart-usa-5:751016,Lewis Roca,www.chambers.com/law-firm/lewis-roca-usa-5:3399,Band 1
Patricia Ferguson-Bohnee,Arizona,Native American Law,www.chambers.com/lawyer/patricia-ferguson-bohnee-usa-5:25729225,Sacks Tierney PA,www.chambers.com/law-firm/sacks-tierney-pa-usa-5:65228,Band 2
Robert Yoder,Arizona,Native American Law,www.chambers.com/lawyer/robert-yoder-usa-5:25557314,"Yoder & Langford, P.C.",www.chambers.com/law-firm/yoder-langford-pc-usa-5:22939131,Band 2
Scott Crowell,Arizona,Native American Law,www.chambers.com/lawyer/scott-crowell-usa-5:25421987,Crowell Law Office,www.chambers.com/law-firm/crowell-law-office-usa-5:22888007,Band 2
Rebecca Lynne Burnham,Arizona,Real Estate,www.chambers.com/lawyer/rebecca-lynne-burnham-usa-5:194268,"Greenberg Traurig, LLP",www.chambers.com/law-firm/greenberg-traurig-llp-usa-5:3579,Senior Statespeople
Gregg Hanks,Arizona,Real Estate,www.chambers.com/lawyer/gregg-hanks-usa-5:194258,Fennemore Craig,www.chambers.com/law-firm/fennemore-craig-usa-5:65216,Senior Statespeople
David Lansky,Arizona,Real Estate,www.chambers.com/lawyer/david-lansky-usa-5:169820,Clark Hill PLC,www.chambers.com/law-firm/clark-hill-plc-usa-5:65532,Band 1
Derek L Sorenson,Arizona,Real Estate,www.chambers.com/lawyer/derek-l-sorenson-usa-5:194257,Ballard Spahr LLP,www.chambers.com/law-firm/ballard-spahr-llp-usa-5:3532,Band 1
Diane Haller,Arizona,Real Estate,www.chambers.com/lawyer/diane-haller-usa-5:169909,Quarles & Brady LLP,www.chambers.com/law-firm/quarles-brady-llp-usa-5:65844,Band 1
Gregory Mast,Arizona,Real Estate,www.chambers.com/lawyer/gregory-mast-usa-5:169824,Mast Law Firm PC,www.chambers.com/law-firm/mast-law-firm-pc-usa-5:177058,Band 1
Jay S Kramer,Arizona,Real Estate,www.chambers.com/lawyer/jay-s-kramer-usa-5:169831,Fennemore Craig,www.chambers.com/law-firm/fennemore-craig-usa-5:65216,Band 1
Jody Pokorski,Arizona,Real Estate,www.chambers.com/lawyer/jody-pokorski-usa-5:169832,Snell & Wilmer LLP,www.chambers.com/law-firm/snell-wilmer-llp-usa-5:65230,Band 1
Joyce Wright,Arizona,Real Estate,www.chambers.com/lawyer/joyce-wright-usa-5:162302,Snell & Wilmer LLP,www.chambers.com/law-firm/snell-wilmer-llp-usa-5:65230,Band 1
Lesa J Storey,Arizona,Real Estate,www.chambers.com/lawyer/lesa-j-storey-usa-5:194267,Storey Law Firm PLC,www.chambers.com/law-firm/storey-law-firm-plc-usa-5:23235810,Band 1
Neil Biskind,Arizona,Real Estate,www.chambers.com/lawyer/neil-biskind-usa-5:194256,"Biskind, Hunt & Semro, PLC",www.chambers.com/law-firm/biskind-hunt-semro-plc-usa-5:85204,Band 1
Ronald E Lowe,Arizona,Real Estate,www.chambers.com/lawyer/ronald-e-lowe-usa-5:193470,Perkins Coie LLP,www.chambers.com/law-firm/perkins-coie-llp-usa-5:3644,Band 2
Andrew D Schorr,Arizona,Real Estate,www.chambers.com/lawyer/andrew-d-schorr-usa-5:473820,Lewis Roca,www.chambers.com/law-firm/lewis-roca-usa-5:3399,Band 2
"Kenneth Van Winkle, Jr",Arizona,Real Estate,www.chambers.com/lawyer/kenneth-van-winkle-jr-usa-5:169827,Lewis Roca,www.chambers.com/law-firm/lewis-roca-usa-5:3399,Band 2
Lars O Lagerman,Arizona,Real Estate,www.chambers.com/lawyer/lars-o-lagerman-usa-5:316424,Snell & Wilmer LLP,www.chambers.com/law-firm/snell-wilmer-llp-usa-5:65230,Band 2
Lewis D. Schorr,Arizona,Real Estate,www.chambers.com/lawyer/lewis-d-schorr-usa-5:914394,Lewis Roca,www.chambers.com/law-firm/lewis-roca-usa-5:3399,Band 2
Thomas McDonald,Arizona,Real Estate,www.chambers.com/lawyer/thomas-mcdonald-usa-5:274433,Gammage & Burnham PLC,www.chambers.com/law-firm/gammage-burnham-plc-usa-5:65218,Band 2
Azim Q. Hameed,Arizona,Real Estate,www.chambers.com/lawyer/azim-q-hameed-usa-5:1212480,Sherman & Howard L.L.C.,www.chambers.com/law-firm/sherman-howard-llc-usa-5:65271,Band 3
Gordon Hunt,Arizona,Real Estate,www.chambers.com/lawyer/gordon-hunt-usa-5:472493,"Biskind, Hunt & Semro, PLC",www.chambers.com/law-firm/biskind-hunt-semro-plc-usa-5:85204,Band 3
Jeffrey Miller,Arizona,Real Estate,www.chambers.com/lawyer/jeffrey-miller-usa-5:274443,Gammage & Burnham PLC,www.chambers.com/law-firm/gammage-burnham-plc-usa-5:65218,Band 3
John Hink,Arizona,Real Estate,www.chambers.com/lawyer/john-hink-usa-5:240351,"Tiffany & Bosco, PA",www.chambers.com/law-firm/tiffany-bosco-pa-usa-5:114955,Band 3
James Patterson,Arizona,Real Estate,www.chambers.com/lawyer/james-patterson-usa-5:1399467,Dickinson Wright PLLC,www.chambers.com/law-firm/dickinson-wright-pllc-usa-5:3837,Band 4
Bart J Page,Arizona,Real Estate,www.chambers.com/lawyer/bart-j-page-usa-5:475220,Snell & Wilmer LLP,www.chambers.com/law-firm/snell-wilmer-llp-usa-5:65230,Band 4
Byron Sarhangian,Arizona,Real Estate,www.chambers.com/lawyer/byron-sarhangian-usa-5:1392250,Snell & Wilmer LLP,www.chambers.com/law-firm/snell-wilmer-llp-usa-5:65230,Band 4
Geoffrey D. Semro,Arizona,Real Estate,www.chambers.com/lawyer/geoffrey-d-semro-usa-5:25420764,"Biskind, Hunt & Semro, PLC",www.chambers.com/law-firm/biskind-hunt-semro-plc-usa-5:85204,Band 4
Jeffrey P Hubbard,Arizona,Real Estate,www.chambers.com/lawyer/jeffrey-p-hubbard-usa-5:473840,"Brier, Irish, Hubbard & Erhart, P.L.C.",www.chambers.com/law-firm/brier-irish-hubbard-erhart-plc-usa-5:174525,Band 4
Marc Blonstein,Arizona,Real Estate,www.chambers.com/lawyer/marc-blonstein-usa-5:25968951,Berens Blonstein PLC,www.chambers.com/law-firm/berens-blonstein-plc-usa-5:23106915,Band 4
Ryan Rosensteel,Arizona,Real Estate,www.chambers.com/lawyer/ryan-rosensteel-usa-5:1394914,Grafitti Rosensteel Hall & Szajna LLC,www.chambers.com/law-firm/grafitti-rosensteel-hall-szajna-llc-usa-5:22888479,Band 4
Trevor Chait,Arizona,Real Estate,www.chambers.com/lawyer/trevor-chait-usa-5:1400554,Mast Law Firm PC,www.chambers.com/law-firm/mast-law-firm-pc-usa-5:177058,Band 4
James Bond,Arizona,Real Estate,www.chambers.com/lawyer/james-bond-usa-5:1537827,Fennemore Craig,www.chambers.com/law-firm/fennemore-craig-usa-5:65216,Up and Coming
Jason Wood,Arizona,Real Estate,www.chambers.com/lawyer/jason-wood-usa-5:25600733,Quarles & Brady LLP,www.chambers.com/law-firm/quarles-brady-llp-usa-5:65844,Up and Coming
Jonathan A Bennett,Arizona,Real Estate,www.chambers.com/lawyer/jonathan-a-bennett-usa-5:1530793,Gammage & Burnham PLC,www.chambers.com/law-firm/gammage-burnham-plc-usa-5:65218,Up and Coming
Nicole C Ricker,Arizona,Real Estate,www.chambers.com/lawyer/nicole-c-ricker-usa-5:25784914,Gammage & Burnham PLC,www.chambers.com/law-firm/gammage-burnham-plc-usa-5:65218,Up and Coming
Andrew Abraham,Arizona,Real Estate: Finance,www.chambers.com/lawyer/andrew-abraham-usa-5:1122947,Burch & Cracchiolo,www.chambers.com/law-firm/burch-cracchiolo-usa-5:98848,Spotlight Table
Craig K Williams,Arizona,Real Estate: Finance,www.chambers.com/lawyer/craig-k-williams-usa-5:475744,Snell & Wilmer LLP,www.chambers.com/law-firm/snell-wilmer-llp-usa-5:65230,Spotlight Table
Don J Miner,Arizona,Real Estate: Finance,www.chambers.com/lawyer/don-j-miner-usa-5:287277,Fennemore Craig,www.chambers.com/law-firm/fennemore-craig-usa-5:65216,Spotlight Table
John Rawicz,Arizona,Real Estate: Finance,www.chambers.com/lawyer/john-rawicz-usa-5:1540308,Lewis Roca,www.chambers.com/law-firm/lewis-roca-usa-5:3399,Spotlight Table
"Kenneth Van Winkle, Jr",Arizona,Real Estate: Finance,www.chambers.com/lawyer/kenneth-van-winkle-jr-usa-5:169827,Lewis Roca,www.chambers.com/law-firm/lewis-roca-usa-5:3399,Spotlight Table
Michael Ripp,Arizona,Real Estate: Finance,www.chambers.com/lawyer/michael-ripp-usa-5:472484,Clark Hill PLC,www.chambers.com/law-firm/clark-hill-plc-usa-5:65532,Spotlight Table
Randall Dalton,Arizona,Real Estate: Finance,www.chambers.com/lawyer/randall-dalton-usa-5:25968948,Gammage & Burnham PLC,www.chambers.com/law-firm/gammage-burnham-plc-usa-5:65218,Spotlight Table
Grady Gammage Jr,Arizona,Real Estate: Zoning/Land Use,www.chambers.com/lawyer/grady-gammage-jr-usa-5:194272,Gammage & Burnham PLC,www.chambers.com/law-firm/gammage-burnham-plc-usa-5:65218,Senior Statespeople
Larry S Lazarus,Arizona,Real Estate: Zoning/Land Use,www.chambers.com/lawyer/larry-s-lazarus-usa-5:222283,"Lazarus, Silvyn & Bangs, P.C.",www.chambers.com/law-firm/lazarus-silvyn-bangs-pc-usa-5:22629141,Senior Statespeople
Paul E Gilbert,Arizona,Real Estate: Zoning/Land Use,www.chambers.com/lawyer/paul-e-gilbert-usa-5:194274,Beus Gilbert PLLC,www.chambers.com/law-firm/beus-gilbert-pllc-usa-5:85199,Star Individuals
Edwin Bull,Arizona,Real Estate: Zoning/Land Use,www.chambers.com/lawyer/edwin-bull-usa-5:220458,Burch & Cracchiolo,www.chambers.com/law-firm/burch-cracchiolo-usa-5:98848,Band 1
John V Berry,Arizona,Real Estate: Zoning/Land Use,www.chambers.com/lawyer/john-v-berry-usa-5:194273,Berry Riddell LLC,www.chambers.com/law-firm/berry-riddell-llc-usa-5:114777,Band 1
Nicholas J Wood,Arizona,Real Estate: Zoning/Land Use,www.chambers.com/lawyer/nicholas-j-wood-usa-5:560541,Snell & Wilmer LLP,www.chambers.com/law-firm/snell-wilmer-llp-usa-5:65230,Band 1
W. Ralph Pew,Arizona,Real Estate: Zoning/Land Use,www.chambers.com/lawyer/w-ralph-pew-usa-5:921104,"Pew & Lake, P.L.C.",www.chambers.com/law-firm/pew-lake-plc-usa-5:22401063,Band 1
Wendy Riddell,Arizona,Real Estate: Zoning/Land Use,www.chambers.com/lawyer/wendy-riddell-usa-5:380889,Berry Riddell LLC,www.chambers.com/law-firm/berry-riddell-llc-usa-5:114777,Band 1
Carolyn Oberholtzer,Arizona,Real Estate: Zoning/Land Use,www.chambers.com/lawyer/carolyn-oberholtzer-usa-5:565798,"Bergin, Frakes, Smalley & Oberholtzer",www.chambers.com/law-firm/bergin-frakes-smalley-oberholtzer-usa-5:23194407,Band 2
Jason Morris,Arizona,Real Estate: Zoning/Land Use,www.chambers.com/lawyer/jason-morris-usa-5:557685,Withey Morris PLC,www.chambers.com/law-firm/withey-morris-plc-usa-5:98832,Band 2
Keri Silvyn,Arizona,Real Estate: Zoning/Land Use,www.chambers.com/lawyer/keri-silvyn-usa-5:557971,"Lazarus, Silvyn & Bangs, P.C.",www.chambers.com/law-firm/lazarus-silvyn-bangs-pc-usa-5:22629141,Band 2
Manjula Vaz,Arizona,Real Estate: Zoning/Land Use,www.chambers.com/lawyer/manjula-vaz-usa-5:1222238,Gammage & Burnham PLC,www.chambers.com/law-firm/gammage-burnham-plc-usa-5:65218,Band 2
Michael B Withey,Arizona,Real Estate: Zoning/Land Use,www.chambers.com/lawyer/michael-b-withey-usa-5:220415,Withey Morris PLC,www.chambers.com/law-firm/withey-morris-plc-usa-5:98832,Band 2
Michael Phalen,Arizona,Real Estate: Zoning/Land Use,www.chambers.com/lawyer/michael-phalen-usa-5:217888,Lewis Roca,www.chambers.com/law-firm/lewis-roca-usa-5:3399,Band 2
